DateHeure;Valeur
2021-09-10 00:00;5.3
2021-09-10 00:15;5.6
2021-09-10 00:30;5.9
2021-09-10 00:45;5.3
2021-09-10 01:00;5.67
2021-09-10 01:15;5.64
2021-09-10 01:30;5.81
2021-09-10 01:45;4.57
2021-09-10 02:00;5.73
2021-09-10 02:15;4.52
2021-09-10 02:30;5.27
2021-09-10 02:45;5.68
2021-09-10 03:00;5.56
2021-09-10 03:15;5.33
2021-09-10 03:30;5.7
2021-09-10 03:45;5.74
2021-09-10 04:00;4.81
2021-09-10 04:15;5.69
2021-09-10 04:30;4.48
2021-09-10 04:45;5.78
2021-09-10 05:00;5.46
2021-09-10 05:15;5.29
2021-09-10 05:30;5.84
2021-09-10 05:45;5.55
2021-09-10 06:00;4.55
2021-09-10 06:15;5.5
2021-09-10 06:30;4.98
2021-09-10 06:45;5.39
2021-09-10 07:00;5.5
2021-09-10 07:15;5.93
2021-09-10 07:30;5.26
2021-09-10 07:45;5.04
2021-09-10 08:00;4.06
2021-09-10 08:15;4.48
2021-09-10 08:30;5.63
2021-09-10 08:45;5.64
2021-09-10 09:00;5.43
2021-09-10 09:15;4.26
2021-09-10 09:30;4.52
2021-09-10 09:45;4.88
2021-09-10 10:00;4.75
2021-09-10 10:15;4.92
2021-09-10 10:30;5.82
2021-09-10 10:45;4.38
2021-09-10 11:00;4.07
2021-09-10 11:15;5.64
2021-09-10 11:30;4.31
2021-09-10 11:45;4.67
2021-09-10 12:00;5.31
2021-09-10 12:15;4.87
2021-09-10 12:30;5.66
2021-09-10 12:45;4.38
2021-09-10 13:00;5.59
2021-09-10 13:15;4.05
2021-09-10 13:30;5.6
2021-09-10 13:45;5.73
2021-09-10 14:00;5.5
2021-09-10 14:15;4.92
2021-09-10 14:30;5.02
2021-09-10 14:45;5.79
2021-09-10 15:00;4.23
2021-09-10 15:15;4.67
2021-09-10 15:30;4.4
2021-09-10 15:45;5.1
2021-09-10 16:00;4.86
2021-09-10 16:15;5.71
2021-09-10 16:30;4.76
2021-09-10 16:45;4.56
2021-09-10 17:00;4.64
2021-09-10 17:15;5.76
2021-09-10 17:30;5.74
2021-09-10 17:45;5.52
2021-09-10 18:00;5.2
2021-09-10 18:15;4.35
2021-09-10 18:30;4.24
2021-09-10 18:45;4.5
2021-09-10 19:00;5.93
2021-09-10 19:15;4.66
2021-09-10 19:30;5.57
2021-09-10 19:45;5.11
2021-09-10 20:00;5.05
2021-09-10 20:15;5.39
2021-09-10 20:30;5.48
2021-09-10 20:45;4.81
2021-09-10 21:00;5.15
2021-09-10 21:15;5.94
2021-09-10 21:30;5.2
2021-09-10 21:45;5.72
2021-09-10 22:00;4.34
2021-09-10 22:15;4.41
2021-09-10 22:30;4.28
2021-09-10 22:45;4.85
2021-09-10 23:00;5.72
2021-09-10 23:15;4.57
2021-09-10 23:30;5.03
2021-09-10 23:45;5.04
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
