DateHeure;Valeur
2021-06-10 00:00;5.14
2021-06-10 00:15;4.53
2021-06-10 00:30;5.14
2021-06-10 00:45;4.92
2021-06-10 01:00;4.59
2021-06-10 01:15;4.54
2021-06-10 01:30;4.75
2021-06-10 01:45;4.48
2021-06-10 02:00;4.54
2021-06-10 02:15;5.37
2021-06-10 02:30;4.74
2021-06-10 02:45;4.89
2021-06-10 03:00;4.15
2021-06-10 03:15;4.26
2021-06-10 03:30;5.52
2021-06-10 03:45;4.02
2021-06-10 04:00;4.8
2021-06-10 04:15;5.6
2021-06-10 04:30;5.19
2021-06-10 04:45;5.21
2021-06-10 05:00;5.04
2021-06-10 05:15;4.83
2021-06-10 05:30;4.74
2021-06-10 05:45;4.24
2021-06-10 06:00;4.29
2021-06-10 06:15;5.86
2021-06-10 06:30;5.11
2021-06-10 06:45;4.48
2021-06-10 07:00;4.81
2021-06-10 07:15;4.87
2021-06-10 07:30;5.93
2021-06-10 07:45;5.19
2021-06-10 08:00;4.07
2021-06-10 08:15;4.86
2021-06-10 08:30;4.15
2021-06-10 08:45;4.23
2021-06-10 09:00;4.25
2021-06-10 09:15;4.74
2021-06-10 09:30;5.13
2021-06-10 09:45;5.02
2021-06-10 10:00;4.2
2021-06-10 10:15;5.07
2021-06-10 10:30;5.98
2021-06-10 10:45;4.08
2021-06-10 11:00;4.74
2021-06-10 11:15;4.47
2021-06-10 11:30;5.67
2021-06-10 11:45;4.2
2021-06-10 12:00;4.35
2021-06-10 12:15;4.06
2021-06-10 12:30;5.37
2021-06-10 12:45;4.17
2021-06-10 13:00;4.15
2021-06-10 13:15;5.92
2021-06-10 13:30;5.87
2021-06-10 13:45;4.02
2021-06-10 14:00;4.63
2021-06-10 14:15;5.94
2021-06-10 14:30;4.82
2021-06-10 14:45;5.13
2021-06-10 15:00;4.25
2021-06-10 15:15;4.55
2021-06-10 15:30;4.01
2021-06-10 15:45;5.46
2021-06-10 16:00;4.98
2021-06-10 16:15;4.43
2021-06-10 16:30;4.61
2021-06-10 16:45;5.37
2021-06-10 17:00;4.54
2021-06-10 17:15;4.62
2021-06-10 17:30;4.37
2021-06-10 17:45;5.07
2021-06-10 18:00;5.25
2021-06-10 18:15;5.74
2021-06-10 18:30;4.81
2021-06-10 18:45;5.87
2021-06-10 19:00;4.85
2021-06-10 19:15;5.63
2021-06-10 19:30;4.72
2021-06-10 19:45;4.45
2021-06-10 20:00;4.08
2021-06-10 20:15;4.22
2021-06-10 20:30;4.05
2021-06-10 20:45;4.63
2021-06-10 21:00;5.38
2021-06-10 21:15;5.82
2021-06-10 21:30;4.77
2021-06-10 21:45;4.6
2021-06-10 22:00;5.95
2021-06-10 22:15;5.6
2021-06-10 22:30;4.01
2021-06-10 22:45;5.41
2021-06-10 23:00;5.2
2021-06-10 23:15;5.27
2021-06-10 23:30;4.48
2021-06-10 23:45;5.61
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
