DateHeure;Valeur
2021-06-10 00:00;61.55
2021-06-10 00:15;63.53
2021-06-10 00:30;56.64
2021-06-10 00:45;61.55
2021-06-10 01:00;55.93
2021-06-10 01:15;60.16
2021-06-10 01:30;59.2
2021-06-10 01:45;52.93
2021-06-10 02:00;56.93
2021-06-10 02:15;55.02
2021-06-10 02:30;63.77
2021-06-10 02:45;54.96
2021-06-10 03:00;55.28
2021-06-10 03:15;59.48
2021-06-10 03:30;57.57
2021-06-10 03:45;58.42
2021-06-10 04:00;62.14
2021-06-10 04:15;58.26
2021-06-10 04:30;62.24
2021-06-10 04:45;57.52
2021-06-10 05:00;58.32
2021-06-10 05:15;61.48
2021-06-10 05:30;56.8
2021-06-10 05:45;62.8
2021-06-10 06:00;61.66
2021-06-10 06:15;59.39
2021-06-10 06:30;63.53
2021-06-10 06:45;50.38
2021-06-10 07:00;58.5
2021-06-10 07:15;59.24
2021-06-10 07:30;53.98
2021-06-10 07:45;61.73
2021-06-10 08:00;63.16
2021-06-10 08:15;58.0
2021-06-10 08:30;62.35
2021-06-10 08:45;63.13
2021-06-10 09:00;51.81
2021-06-10 09:15;53.89
2021-06-10 09:30;51.6
2021-06-10 09:45;60.98
2021-06-10 10:00;61.73
2021-06-10 10:15;57.62
2021-06-10 10:30;59.03
2021-06-10 10:45;52.0
2021-06-10 11:00;51.62
2021-06-10 11:15;51.41
2021-06-10 11:30;61.3
2021-06-10 11:45;53.59
2021-06-10 12:00;50.78
2021-06-10 12:15;51.35
2021-06-10 12:30;61.73
2021-06-10 12:45;52.69
2021-06-10 13:00;54.57
2021-06-10 13:15;54.71
2021-06-10 13:30;61.19
2021-06-10 13:45;63.0
2021-06-10 14:00;54.2
2021-06-10 14:15;57.42
2021-06-10 14:30;51.89
2021-06-10 14:45;57.71
2021-06-10 15:00;50.13
2021-06-10 15:15;61.63
2021-06-10 15:30;61.78
2021-06-10 15:45;50.11
2021-06-10 16:00;55.12
2021-06-10 16:15;59.44
2021-06-10 16:30;63.57
2021-06-10 16:45;53.1
2021-06-10 17:00;63.04
2021-06-10 17:15;56.41
2021-06-10 17:30;50.14
2021-06-10 17:45;63.77
2021-06-10 18:00;50.25
2021-06-10 18:15;51.46
2021-06-10 18:30;57.85
2021-06-10 18:45;63.18
2021-06-10 19:00;52.01
2021-06-10 19:15;62.67
2021-06-10 19:30;57.64
2021-06-10 19:45;55.13
2021-06-10 20:00;53.71
2021-06-10 20:15;53.06
2021-06-10 20:30;60.33
2021-06-10 20:45;56.08
2021-06-10 21:00;55.1
2021-06-10 21:15;57.77
2021-06-10 21:30;61.19
2021-06-10 21:45;59.69
2021-06-10 22:00;62.05
2021-06-10 22:15;58.88
2021-06-10 22:30;57.61
2021-06-10 22:45;63.88
2021-06-10 23:00;58.06
2021-06-10 23:15;51.86
2021-06-10 23:30;57.86
2021-06-10 23:45;55.47
