DateHeure;Valeur
2021-09-10 00:00;53.37
2021-09-10 00:15;55.68
2021-09-10 00:30;50.3
2021-09-10 00:45;62.6
2021-09-10 01:00;53.37
2021-09-10 01:15;55.31
2021-09-10 01:30;51.02
2021-09-10 01:45;55.48
2021-09-10 02:00;56.44
2021-09-10 02:15;59.92
2021-09-10 02:30;60.43
2021-09-10 02:45;56.15
2021-09-10 03:00;54.41
2021-09-10 03:15;63.74
2021-09-10 03:30;52.42
2021-09-10 03:45;62.94
2021-09-10 04:00;59.09
2021-09-10 04:15;58.37
2021-09-10 04:30;51.25
2021-09-10 04:45;54.26
2021-09-10 05:00;57.17
2021-09-10 05:15;60.55
2021-09-10 05:30;51.69
2021-09-10 05:45;51.85
2021-09-10 06:00;60.64
2021-09-10 06:15;50.98
2021-09-10 06:30;52.97
2021-09-10 06:45;60.95
2021-09-10 07:00;52.33
2021-09-10 07:15;53.02
2021-09-10 07:30;54.24
2021-09-10 07:45;54.59
2021-09-10 08:00;55.09
2021-09-10 08:15;59.63
2021-09-10 08:30;58.13
2021-09-10 08:45;61.95
2021-09-10 09:00;53.58
2021-09-10 09:15;57.59
2021-09-10 09:30;56.23
2021-09-10 09:45;63.93
2021-09-10 10:00;53.33
2021-09-10 10:15;51.09
2021-09-10 10:30;52.39
2021-09-10 10:45;62.14
2021-09-10 11:00;61.46
2021-09-10 11:15;57.27
2021-09-10 11:30;54.91
2021-09-10 11:45;60.78
2021-09-10 12:00;63.14
2021-09-10 12:15;63.96
2021-09-10 12:30;56.73
2021-09-10 12:45;50.83
2021-09-10 13:00;58.64
2021-09-10 13:15;55.19
2021-09-10 13:30;55.83
2021-09-10 13:45;60.56
2021-09-10 14:00;53.89
2021-09-10 14:15;63.14
2021-09-10 14:30;63.65
2021-09-10 14:45;52.32
2021-09-10 15:00;60.09
2021-09-10 15:15;55.48
2021-09-10 15:30;59.13
2021-09-10 15:45;59.14
2021-09-10 16:00;63.81
2021-09-10 16:15;58.12
2021-09-10 16:30;52.29
2021-09-10 16:45;55.58
2021-09-10 17:00;57.6
2021-09-10 17:15;54.59
2021-09-10 17:30;61.31
2021-09-10 17:45;57.97
2021-09-10 18:00;58.31
2021-09-10 18:15;63.3
2021-09-10 18:30;62.76
2021-09-10 18:45;56.5
2021-09-10 19:00;51.19
2021-09-10 19:15;58.67
2021-09-10 19:30;50.39
2021-09-10 19:45;57.43
2021-09-10 20:00;53.08
2021-09-10 20:15;56.84
2021-09-10 20:30;53.75
2021-09-10 20:45;54.03
2021-09-10 21:00;58.03
2021-09-10 21:15;63.84
2021-09-10 21:30;55.94
2021-09-10 21:45;59.36
2021-09-10 22:00;62.52
2021-09-10 22:15;54.37
2021-09-10 22:30;53.13
2021-09-10 22:45;59.65
2021-09-10 23:00;57.97
2021-09-10 23:15;57.37
2021-09-10 23:30;55.77
2021-09-10 23:45;54.14
